,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Maximum Temperature,Wind Speed
375,Kovdor,100,RU,1579412431,95,67.57,30.48,262.86,3.09
376,Khorinsk,87,RU,1579412432,72,52.17,109.77,261.16,6.7
377,Oussouye,92,SN,1579412432,63,12.48,-16.55,291.15,1.0
378,Orotukan,3,RU,1579412432,99,62.27,151.7,239.24,0.99
379,Forest,1,US,1579412432,87,37.36,-79.29,282.04,4.1
380,Phan Thiet,0,VN,1579412142,43,10.93,108.1,303.95,5.07
381,Williamsport,90,US,1579412246,97,41.24,-77.0,274.82,2.49
382,Coos Bay,90,US,1579412432,100,43.37,-124.22,283.15,2.6
383,Mahajanga,40,MG,1579412432,94,-15.72,46.32,299.15,2.6
384,Pangnirtung,100,CA,1579412432,99,66.15,-65.71,239.71,0.28
385,Waipawa,90,NZ,1579412432,93,-41.41,175.52,298.15,6.2
386,Kharp,45,RU,1579412432,95,66.8,65.81,247.33,6.36
387,Xai-Xai,100,MZ,1579412432,96,-25.05,33.64,296.98,2.0
388,Chegdomyn,58,RU,1579412432,92,51.12,133.02,253.03,0.86
389,Wanning,72,CN,1579412432,71,18.8,110.4,296.49,3.85
390,Anklam,14,DE,1579412432,91,53.86,13.69,275.93,0.45
391,Hualmay,72,PE,1579412432,91,-11.1,-77.61,292.01,1.26
392,Banda Aceh,43,ID,1579412432,60,5.56,95.32,303.83,3.94
393,Omboue,17,GA,1579412432,95,-1.57,9.26,296.9,1.01
394,Bilibino,100,RU,1579412432,98,68.05,166.44,246.15,1.39
395,Bibai,75,JP,1579412432,63,43.32,141.86,274.26,1.5
396,Zeya,78,RU,1579412432,92,53.75,127.27,250.8,1.31
397,Roros,90,NO,1579412432,80,62.57,11.38,274.15,5.1
398,Northam,0,GB,1579412432,93,51.03,-4.22,276.48,1.34
399,Hinton,99,CA,1579412432,99,53.4,-117.59,252.03,1.59
400,Berlevag,0,NO,1579412432,52,70.86,29.09,271.12,10.11
401,Naze,75,JP,1579412246,77,28.37,129.48,289.15,0.5
402,Grand Baie,75,MU,1579412432,79,-20.02,57.58,302.15,3.6
403,Blagoyevo,100,RU,1579412432,94,63.37,47.92,264.31,3.87
404,Imbituba,40,BR,1579412395,83,-28.24,-48.67,295.15,1.0
405,Jishou,0,CN,1579412432,53,28.32,109.72,283.07,1.12
406,Kon Tum,0,VN,1579412433,38,14.35,108.0,301.85,2.94
407,Arvika,0,SE,1579412433,100,59.66,12.59,272.59,3.1
408,Tautira,20,PF,1579412433,69,-17.73,-149.15,301.15,3.1
409,Chamalieres,75,FR,1579412433,93,45.78,3.06,274.15,5.1
410,Qaqortoq,100,GL,1579412433,80,60.72,-46.03,272.15,4.1
411,Port Macquarie,34,AU,1579412433,74,-31.43,152.92,300.93,3.1
412,Vanavara,94,RU,1579412433,96,60.34,102.28,253.13,4.32
413,Bosaso,37,SO,1579412433,69,11.28,49.18,297.37,5.43
414,Hwange,100,ZW,1579412433,75,-18.37,26.5,296.63,1.53
415,Olinda,40,BR,1579412433,74,-8.01,-34.86,301.15,2.1
416,Nipawin,90,CA,1579412433,77,53.37,-104.0,255.15,4.1
417,Namatanai,100,PG,1579412433,79,-3.67,152.43,300.91,4.89
418,Ratnagiri,0,IN,1579412433,34,16.98,73.3,305.2,2.57
419,Ayan,0,RU,1579412433,78,56.45,138.17,255.91,1.35
420,Polunochnoye,97,RU,1579412433,90,60.87,60.42,257.53,0.71
421,Jollyville,1,US,1579412433,54,30.44,-97.78,282.59,4.6
422,Laguna,1,US,1579412319,81,38.42,-121.42,282.04,1.52
423,General Roca,37,AR,1579412433,27,-39.03,-67.58,302.47,4.86
424,Zelenoborsk,0,RU,1579412433,87,61.47,64.03,253.85,1.67
425,Luhyny,0,UA,1579412433,86,51.08,28.4,269.67,2.41
426,Saldanha,82,ZA,1579412433,68,-33.01,17.94,291.38,8.66
427,Leningradskiy,100,RU,1579412433,99,69.38,178.42,251.12,4.14
428,Dudinka,40,RU,1579412433,75,69.41,86.18,244.15,8.0
429,Santa Cruz de la Sierra,53,BO,1579412433,88,-17.8,-63.17,299.15,1.5
430,Tevaitoa,98,PF,1579412433,80,-16.78,-151.5,300.94,6.42
431,Luau,100,AO,1579412433,98,-10.71,22.22,292.0,2.24
432,Bintulu,75,MY,1579412433,83,3.17,113.03,302.15,3.1
433,Skibbereen,20,IE,1579412433,80,51.55,-9.27,275.15,2.6
434,Kochubey,93,RU,1579412433,85,44.39,46.58,272.61,3.46
435,Imamoglu,75,TR,1579412434,49,37.27,35.66,282.15,2.1
436,Ortigueira,4,BR,1579412434,97,-24.21,-50.95,288.45,1.7
437,Bhanpuri,0,IN,1579412434,40,21.1,80.92,299.37,1.37
438,Hay River,20,CA,1579412434,75,60.82,-115.8,245.15,3.6
439,Pisco,90,PE,1579412434,83,-13.7,-76.22,295.15,3.6
440,Asau,40,RO,1579412434,100,46.43,26.4,270.93,1.5
441,Kautokeino,99,NO,1579412434,96,69.01,23.04,257.07,1.48
442,Ketchikan,90,US,1579412434,93,55.34,-131.65,276.15,10.3
443,Fort Nelson,90,CA,1579412434,69,58.81,-122.7,250.15,4.1
444,Dicabisagan,40,PH,1579412434,82,17.08,122.42,297.55,3.11
445,Linfen,22,CN,1579412434,42,36.09,111.52,275.84,3.23
446,Kirakira,39,SB,1579412434,73,-10.45,161.92,301.07,0.59
447,Sao Filipe,49,CV,1579412434,74,14.9,-24.5,294.55,2.58
448,Altay,99,CN,1579412434,90,47.87,88.12,263.14,1.61
449,Ilulissat,100,GL,1579412434,54,69.22,-51.1,257.15,4.6
450,Palampur,0,IN,1579412434,38,32.12,76.53,285.32,1.16
451,Broadford,75,AU,1579412434,57,-37.2,145.07,297.15,10.3
452,Ambikapur,79,IN,1579412434,68,23.12,83.2,292.74,2.49
453,Dauriya,100,RU,1579412434,88,49.93,116.87,256.65,0.07
454,Wick,0,GB,1579412434,76,58.43,-3.08,278.15,3.1
455,Tigbao,53,PH,1579412434,75,12.55,123.34,301.16,6.51
456,Sobolevo,21,RU,1579412434,95,54.43,31.9,269.86,2.79
457,Port Hedland,4,AU,1579412434,59,-20.32,118.57,306.15,5.7
458,La Asuncion,30,VE,1579412434,70,11.03,-63.86,303.15,4.6
459,Indramayu,97,ID,1579412434,64,-6.33,108.32,303.1,3.42
460,Te Anau,98,NZ,1579412434,82,-45.42,167.72,291.1,2.57
461,Dinard,75,FR,1579412434,86,48.63,-2.06,279.82,3.1
462,Camocim,100,BR,1579412434,97,-2.9,-40.84,296.58,1.54
463,Puerto Narino,75,CO,1579412435,100,-3.77,-70.38,297.15,1.0
464,Royan,83,FR,1579412413,86,45.63,-1.03,277.15,9.3
465,Jardim,45,BR,1579412435,92,-21.48,-56.14,295.73,2.09
466,Iqaluit,75,CA,1579412435,75,63.75,-68.51,248.15,1.04
467,Karratha,0,AU,1579412435,70,-20.74,116.85,303.34,2.66
468,Talcahuano,81,CL,1579412435,82,-36.72,-73.12,287.15,1.5
469,Leeton,40,AU,1579412435,29,-34.57,146.4,306.15,4.1
470,Limbang,75,MY,1579412435,74,4.75,115.0,304.15,2.1
471,Tateyama,75,JP,1579412435,57,34.98,139.87,285.37,3.6
472,Padang,100,ID,1579412435,68,-0.95,100.35,301.62,0.79
473,Longview,1,US,1579412435,56,32.5,-94.74,281.15,3.1
474,Faya,0,SA,1579412435,28,18.39,42.45,284.15,2.1
475,Volchikha,100,RU,1579412435,94,52.03,80.38,267.19,6.0
476,Miandrivazo,100,MG,1579412435,73,-19.52,45.47,300.86,1.35
477,Timizart,59,DZ,1579412435,62,36.8,4.27,288.17,1.23
478,Proletarskiy,90,RU,1579412435,100,50.79,35.77,270.15,3.0
479,Ust-Nera,100,RU,1579412435,100,64.57,143.2,230.83,0.82
480,Sawakin,100,SD,1579412435,75,19.11,37.33,295.99,8.07
481,Riyadh,71,SA,1579412273,67,24.69,46.72,287.15,1.5
482,Bilma,0,NE,1579412435,47,18.69,12.92,282.4,3.67
483,Wilayat-e Zabul,50,AF,1579412435,67,32.25,67.25,266.93,1.39
484,Stutterheim,75,ZA,1579412435,72,-32.57,27.42,293.15,3.1
485,Kamal,17,ID,1579412435,52,-7.17,112.72,307.21,0.98
486,Cape Canaveral,1,US,1579412435,83,28.41,-80.6,294.15,4.1
487,Barcelos,12,PT,1579412371,81,41.54,-8.62,283.15,3.6
488,Ekhabi,90,RU,1579412435,90,53.51,142.97,255.35,0.76
489,Bulawayo,100,ZW,1579412436,82,-20.15,28.58,294.86,2.38
490,Igrim,0,RU,1579412436,86,63.19,64.42,251.77,2.91
491,Geraldton,49,AU,1579412436,27,-28.77,114.6,310.15,9.8
492,Tocopilla,17,CL,1579412436,61,-22.09,-70.2,290.16,0.28
493,Kaseda,75,JP,1579412436,71,31.42,130.32,283.15,5.1
494,Vestmannaeyjar,100,IS,1579412436,93,63.44,-20.27,280.99,14.11
495,Aflao,20,TG,1579412436,94,6.12,1.19,298.15,1.0
496,Asaba,2,NG,1579412436,60,6.2,6.73,293.99,0.85
497,Quryq,94,KZ,1579412436,80,43.2,51.65,274.83,6.37
498,Isangel,75,VU,1579412436,58,-19.55,169.27,303.15,7.7
499,Bukama,98,CD,1579412436,97,-9.2,25.85,294.7,1.47
500,Kavaratti,54,IN,1579412436,79,10.57,72.64,300.05,7.59
501,Midyat,90,TR,1579412198,76,37.42,41.34,282.15,1.5
502,Watsa,100,CD,1579412436,75,3.04,29.54,295.26,1.37
503,Wollongong,75,AU,1579412436,78,-34.43,150.88,297.59,6.2
504,Plastun,99,RU,1579412436,54,44.76,136.29,266.56,1.18
505,Yulara,40,AU,1579412436,24,-25.24,130.99,308.15,4.6
506,Black River,40,JM,1579412436,78,18.03,-77.85,298.15,5.1
507,Kwang Binh,29,VN,1579412436,71,17.48,106.6,297.71,3.51
508,Jalu,60,LY,1579412436,72,29.03,21.55,284.53,4.9
509,Toyooka,90,JP,1579412436,49,35.53,134.83,284.15,4.1
510,Tezu,98,IN,1579412436,70,27.92,96.17,289.85,4.63
511,Pirot,75,RS,1579412436,89,43.15,22.59,273.15,2.1
512,Seversk,75,RU,1579412436,85,56.6,84.89,265.15,8.0
513,Varzob,100,TJ,1579412436,64,38.77,68.82,277.15,2.0
514,Ginir,13,ET,1579412436,27,7.13,40.7,293.24,0.48
515,Westport,90,US,1579412437,94,41.14,-73.36,277.59,2.1
516,Yerbogachen,44,RU,1579412437,89,61.28,108.01,251.57,4.07
517,Mezen,100,RU,1579412437,82,65.85,44.24,259.56,4.46
518,Sambava,100,MG,1579412437,69,-14.27,50.17,302.57,0.4
519,Aksarka,18,RU,1579412437,84,66.56,67.8,251.01,4.92
520,Carutapera,78,BR,1579412437,78,-1.2,-46.02,300.57,5.01
521,Karasjok,84,NO,1579412437,66,69.47,25.51,263.15,18.5
522,Jumla,13,NP,1579412437,64,29.27,82.18,273.79,1.56
523,Lebyazhye,0,RU,1579412437,85,55.27,66.49,257.2,2.92
524,Onega,97,RU,1579412437,94,63.91,38.14,268.55,3.05
525,Puerto Penasco,0,MX,1579412437,33,31.32,-113.53,287.04,4.02
526,Auraiya,0,IN,1579412437,61,26.47,79.52,290.75,2.99
527,Huarmey,94,PE,1579412437,87,-10.07,-78.15,292.35,1.11
528,Pyapon,0,MM,1579412437,29,16.28,95.68,305.43,2.59
529,Temir,51,KZ,1579412437,93,49.14,57.13,262.83,3.3
530,Elk Point,1,US,1579412437,64,42.68,-96.68,256.15,9.8
531,Iwanai,99,JP,1579412437,76,42.97,140.51,271.78,1.16
532,Tari,0,NG,1579412437,33,12.41,4.49,289.98,7.02
533,Port Hardy,90,CA,1579412437,93,50.7,-127.42,279.15,9.8
534,Acari,100,PE,1579412437,93,-15.43,-74.62,291.28,1.6
535,Klaksvik,66,FO,1579412437,81,62.23,-6.59,280.15,6.2
536,Acarau,90,BR,1579412437,83,-2.89,-40.12,298.81,2.17
537,Rottenmann,100,AT,1579412437,86,47.52,14.35,274.82,1.0
538,Muvattupula,75,IN,1579412437,55,9.97,76.58,305.15,2.6
539,Porrentruy,40,CH,1579412437,92,47.42,7.08,273.71,1.5
540,Morro Bay,1,US,1579412437,66,35.37,-120.85,285.37,4.8
541,Mbandaka,92,CD,1579412437,85,0.05,18.26,296.35,1.32
542,Volokolamsk,92,RU,1579412437,93,56.03,35.97,270.67,3.29
543,Martil,87,MA,1579412437,76,35.62,-5.28,288.15,5.7
544,Bonavista,100,CA,1579412437,89,48.65,-53.11,260.93,3.58
545,Abidjan,20,CI,1579412438,94,5.31,-4.02,300.15,2.1
546,Tessalit,0,ML,1579412438,32,20.2,1.01,285.5,5.57
547,Nanortalik,100,GL,1579412438,74,60.14,-45.24,271.28,17.01
548,Kaberamaido,25,UG,1579412438,38,1.74,33.16,297.78,2.47
549,Carberry,90,CA,1579412438,70,49.87,-99.36,254.15,6.2
550,Prince George,90,CA,1579412202,84,53.92,-122.75,258.71,0.28
551,Atherton,90,GB,1579412438,92,53.52,-2.49,273.71,0.5
552,Richards Bay,100,ZA,1579412438,75,-28.78,32.04,297.89,13.4
553,Colonia Nueva Germania,31,PY,1579412438,86,-23.9,-56.57,297.46,1.87
554,Ullapool,24,GB,1579412438,72,57.9,-5.16,279.82,3.13
