,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Maximum Temperature,Wind Speed
375,Pringsewu,24,ID,1579327573,65,-5.36,104.97,303.02,2.66
376,Arequipa,75,PE,1579327387,63,-16.4,-71.53,291.15,1.0
377,Ocos,5,GT,1579327573,100,14.51,-92.19,296.15,0.96
378,Pekan,40,MY,1579327573,74,3.48,103.4,303.15,3.6
379,Chodziez,90,PL,1579327573,93,52.99,16.92,276.48,4.6
380,Djenne,0,ML,1579327573,20,13.91,-4.55,289.8,4.36
381,Hay River,75,CA,1579327573,75,60.82,-115.8,245.15,2.34
382,Tongliao,75,CN,1579327573,81,43.61,122.27,265.96,3.49
383,Presque Isle,1,US,1579327573,76,46.68,-68.02,252.15,4.1
384,Melo,0,UY,1579327573,77,-32.37,-54.18,286.11,2.44
385,Kaarina,90,FI,1579327574,86,60.42,22.42,277.04,4.6
386,Pervomayskiy,100,RU,1579327574,96,53.25,40.29,273.4,2.55
387,Seymchan,99,RU,1579327574,98,62.88,152.43,245.5,0.68
388,Honolulu,20,US,1579327352,60,21.31,-157.86,296.15,4.1
389,Metu,10,ET,1579327574,44,8.3,35.58,292.17,1.73
390,Toguchin,100,RU,1579327574,90,55.24,84.39,258.62,6.11
391,Panuco,75,MX,1579327574,94,22.05,-98.17,295.15,1.2
392,Mecca,92,SA,1579327291,67,21.43,39.83,293.0,2.33
393,Saint-Pierre,100,RE,1579327574,62,-21.34,55.48,304.15,5.1
394,Balkhash,97,KZ,1579327574,92,46.84,74.98,265.15,5.0
395,Chengam,84,IN,1579327574,75,12.3,78.8,298.12,3.32
396,Sao Domingos do Maranhao,81,BR,1579327574,97,-5.58,-44.39,295.53,1.16
397,Sistranda,68,NO,1579327574,86,63.73,8.83,277.15,6.2
398,Fare,70,PF,1579327574,78,-16.7,-151.02,301.08,7.83
399,Mandera,41,KE,1579327574,44,3.94,41.87,299.69,6.93
400,Solton,100,RU,1579327574,86,52.84,86.48,267.96,11.84
401,High Level,90,CA,1579327574,75,58.52,-117.14,245.15,2.1
402,Christchurch,14,NZ,1579327400,55,-43.53,172.63,291.15,8.2
403,Kizlyar,100,RU,1579327574,95,43.85,46.72,274.28,2.44
404,Rancho Palos Verdes,1,US,1579327288,71,33.74,-118.39,285.37,2.95
405,Celestun,0,MX,1579327574,77,20.87,-90.4,297.21,8.22
406,College,1,US,1579327574,74,64.86,-147.8,256.15,0.84
407,Lahad Datu,62,MY,1579327574,74,5.03,118.33,302.6,1.96
408,Maniitsoq,100,GL,1579327574,41,65.42,-52.9,263.98,1.46
409,Marbella,100,ES,1579327575,76,36.52,-4.89,285.15,3.1
410,Sakakah,4,SA,1579327575,60,29.97,40.21,280.15,2.6
411,Mahon,20,ES,1579327575,76,39.89,4.27,283.15,3.81
412,Nanyamba,75,TZ,1579327575,100,-10.68,39.83,299.15,4.6
413,Guayaramerin,95,BO,1579327575,96,-10.84,-65.36,296.38,0.71
414,Papenburg,20,DE,1579327575,86,53.07,7.4,277.15,5.1
415,Puerto Penasco,0,MX,1579327506,58,31.32,-113.53,286.48,1.34
416,Fallon,90,US,1579327575,45,39.47,-118.78,274.26,2.6
417,Freetown,0,SL,1579327575,95,8.48,-13.23,293.81,0.63
418,Katobu,50,ID,1579327575,61,-4.94,122.53,304.79,1.46
419,Sao Raimundo Nonato,17,BR,1579327575,77,-9.02,-42.7,295.86,0.23
420,Tahta,2,EG,1579327575,66,26.77,31.5,283.15,3.1
421,Fort Nelson,90,CA,1579327575,75,58.81,-122.7,245.15,1.03
422,Magadan,100,RU,1579327575,73,59.57,150.8,255.01,5.28
423,Coquimbo,98,CL,1579327575,87,-29.95,-71.34,289.15,1.5
424,Fuerte Olimpo,100,PY,1579327575,87,-21.04,-57.87,296.77,0.94
425,Ruidoso,1,US,1579327575,55,33.33,-105.67,282.15,4.6
426,Gushikawa,75,JP,1579327575,55,26.35,127.87,290.15,7.7
427,Vila Velha,75,BR,1579327575,88,-20.33,-40.29,297.15,2.1
428,Chilca,75,PE,1579327575,83,-12.52,-76.74,295.15,4.6
429,Samana,55,DO,1579327555,98,19.21,-69.34,293.41,1.71
430,Rosamorada,100,MX,1579327575,59,22.12,-105.21,294.75,1.41
431,Anito,16,PH,1579327575,73,12.45,125.29,301.04,3.27
432,Jetalsar,0,IN,1579327576,32,21.7,70.58,295.07,3.68
433,Manakara,61,MG,1579327576,74,-22.13,48.02,301.81,2.1
434,Ripoll,75,ES,1579327576,100,42.2,2.19,280.37,1.5
435,Mersing,67,MY,1579327576,83,2.43,103.84,300.2,5.61
436,Kalmar,88,SE,1579327576,100,56.66,16.36,278.71,3.1
437,Khorramabad,90,IR,1579327546,100,33.49,48.36,275.15,4.1
438,Ketchikan,1,US,1579327576,42,55.34,-131.65,270.15,5.1
439,Puerto Escondido,18,MX,1579327576,59,15.85,-97.07,295.12,1.76
440,Aklavik,5,CA,1579327576,64,68.22,-135.01,255.15,2.1
441,Bongandanga,100,CD,1579327576,76,1.5,21.05,298.67,2.12
442,Medea,75,DZ,1579327576,93,36.26,2.75,279.15,1.53
443,Poya,0,NC,1579327576,79,-21.35,165.15,299.33,9.22
444,Kahului,75,US,1579327563,78,20.89,-156.47,296.15,9.8
445,Mutoko,95,ZW,1579327576,88,-17.4,32.23,294.77,1.58
446,Saint-Joseph,100,RE,1579327576,62,-21.37,55.62,304.15,5.1
447,La Ronge,90,CA,1579327576,76,55.1,-105.28,253.15,2.6
448,Verkhnevilyuysk,98,RU,1579327576,94,63.45,120.32,259.78,2.01
449,Omboue,100,GA,1579327576,95,-1.57,9.26,296.89,0.94
450,Ternate,53,ID,1579327576,69,0.8,127.4,301.48,3.75
451,Katangli,0,RU,1579327576,87,51.71,143.23,258.73,2.53
452,Horsham,0,GB,1579327576,100,51.06,-0.33,276.15,2.1
453,Klaksvik,100,FO,1579327576,86,62.23,-6.59,277.15,9.8
454,Rawson,11,AR,1579327576,75,-43.3,-65.1,290.11,9.96
455,Nova Vicosa,2,BR,1579327576,91,-17.89,-39.37,296.93,2.01
456,Sumter,1,US,1579327577,77,28.71,-82.08,292.04,4.5
457,Ashtabula,90,US,1579327375,58,41.7,-80.77,269.82,1.5
458,Cururupu,73,BR,1579327577,98,-1.83,-44.87,296.26,0.79
459,Galesong,20,ID,1579327577,62,-5.32,119.37,305.15,3.1
460,Amahai,64,ID,1579327577,69,-3.33,128.92,302.8,3.13
461,Sao Jose da Coroa Grande,16,BR,1579327577,75,-8.9,-35.15,300.15,5.16
462,Tres Arroyos,0,AR,1579327577,29,-38.37,-60.28,293.65,7.94
463,Deputatsky,5,RU,1579327577,96,69.3,139.9,238.87,0.51
464,Bremerton,75,US,1579327310,93,47.57,-122.63,278.15,0.88
465,Kiunga,100,PG,1579327577,82,-6.12,141.29,303.18,1.0
466,Duldurga,99,RU,1579327577,84,50.68,113.59,259.54,0.94
467,Arrondissement de Villeneuve-sur-Lot,90,FR,1579327577,93,44.5,0.67,277.04,2.1
468,Lujiang,90,CN,1579327577,60,31.26,117.28,278.15,2.0
469,Lagoa,0,PT,1579327577,88,39.05,-27.98,289.84,4.4
470,Marawi,0,PH,1579327577,78,8.0,124.29,301.48,4.02
471,Humaita,94,BR,1579327577,96,-7.51,-63.02,296.79,0.35
472,Itoman,75,JP,1579327577,55,26.12,127.67,290.15,7.7
473,Guerrero Negro,11,MX,1579327550,81,27.98,-114.06,287.79,3.71
474,Kholmogory,75,RU,1579327577,92,64.22,41.66,270.15,1.0
475,Havre-Saint-Pierre,1,CA,1579327577,53,50.23,-63.6,253.15,4.1
476,Tahoua,42,NE,1579327577,36,14.89,5.27,289.15,4.1
477,Southbridge,1,US,1579327577,46,42.08,-72.03,263.71,7.2
478,Bocaiuva,98,BR,1579327577,93,-17.11,-43.81,293.07,1.01
479,Tucumcari,1,US,1579327577,64,35.17,-103.72,276.15,6.2
480,Goderich,100,CA,1579327578,81,43.75,-81.72,265.93,6.13
481,Maloy,96,NO,1579327578,87,61.94,5.11,281.15,8.7
482,Sortavala,100,RU,1579327578,89,61.71,30.69,275.92,5.85
483,Hornepayne,100,CA,1579327578,92,49.21,-84.77,261.55,2.91
484,Sheridan,1,US,1579327403,78,44.83,-106.92,263.15,3.42
485,Havelock,5,US,1579327578,51,34.88,-76.9,277.15,4.1
486,Heihe,100,CN,1579327578,64,50.24,127.49,256.15,1.45
487,Yerbogachen,100,RU,1579327578,91,61.28,108.01,259.83,4.63
488,Yudong,20,CN,1579327578,70,29.39,106.52,282.15,2.0
489,Kailua,40,US,1579327578,64,21.4,-157.74,296.15,7.7
490,Porto Walter,97,BR,1579327578,95,-8.27,-72.74,295.82,0.75
491,Balikpapan,62,ID,1579327578,70,-1.27,116.83,302.17,2.79
492,Sile,75,TR,1579327578,87,41.18,29.61,282.59,5.7
493,Talara,89,PE,1579327578,92,-4.58,-81.27,294.21,7.45
494,Lieksa,100,FI,1579327578,96,63.32,30.02,274.79,3.67
495,Kristinestad,100,FI,1579327578,91,62.27,21.38,276.83,5.33
496,Caravelas,0,BR,1579327578,82,-17.71,-39.25,299.3,5.44
497,Pedasi,5,PA,1579327578,80,7.53,-80.03,300.36,9.93
498,Nome,1,US,1579327426,64,64.5,-165.41,256.15,4.1
499,Naze,75,JP,1579327578,62,28.37,129.48,290.15,6.2
500,Bend,1,US,1579327578,69,44.06,-121.32,275.37,2.6
501,Akdepe,100,TM,1579327578,79,42.06,59.38,271.15,3.1
502,Kot Diji,0,PK,1579327578,47,27.34,68.71,288.15,1.0
503,Valle de Allende,23,MX,1579327578,55,26.93,-105.4,286.58,3.11
504,Kaduqli,31,SD,1579327578,24,11.02,29.72,293.06,9.7
505,Doha,97,QA,1579327329,68,25.29,51.53,296.48,2.1
506,Lagos,40,NG,1579327578,94,6.58,3.75,299.15,1.0
507,Show Low,1,US,1579327579,92,34.25,-110.03,273.15,2.55
508,Ponta do Sol,40,PT,1579327579,82,32.67,-17.1,289.15,1.0
509,Coos Bay,90,US,1579327335,81,43.37,-124.22,283.15,2.6
510,Invermere,20,CA,1579327554,86,50.52,-116.04,255.37,0.41
511,Petrolina,78,BR,1579327579,61,-9.4,-40.5,301.15,5.7
512,Dabhol,0,IN,1579327579,51,17.6,73.17,295.33,1.92
513,Delray Beach,40,US,1579327301,56,26.46,-80.07,296.15,8.7
514,Utete,99,TZ,1579327579,88,-7.99,38.76,299.9,2.31
515,Tsimmerbude,75,RU,1579327579,86,54.67,20.13,276.15,5.0
516,Zenzeli,90,RU,1579327579,88,45.92,47.05,273.42,2.48
517,Batemans Bay,100,AU,1579327579,78,-35.72,150.18,294.26,2.24
518,Chimbote,97,PE,1579327579,85,-9.09,-78.58,293.5,1.51
519,Birjand,0,IR,1579327579,55,32.87,59.22,274.15,2.1
520,Iberia,90,US,1579327579,93,29.95,-91.75,293.15,1.5
521,Wokha,0,IN,1579327579,35,26.1,94.27,293.01,1.51
522,Sakaiminato,75,JP,1579327579,57,35.55,133.23,283.15,6.2
523,Pisco,1,PE,1579327579,88,-13.7,-76.22,294.15,7.7
524,Olafsvik,35,IS,1579327579,63,64.89,-23.71,274.23,9.11
525,Killybegs,0,IE,1579327579,65,54.63,-8.45,279.76,4.0
526,Kavaratti,40,IN,1579327579,62,10.57,72.64,302.15,4.1
527,Cairns,10,AU,1579327349,70,-16.92,145.77,309.26,5.1
528,Miraflores,75,MX,1579327579,45,19.22,-98.81,290.15,4.1
529,Rodolfo Sanchez Taboada,0,MX,1579327579,82,31.72,-116.57,283.38,1.19
530,Taupo,55,NZ,1579327393,52,-38.68,176.08,295.37,2.24
531,Aljezur,100,PT,1579327579,99,37.32,-8.8,288.71,2.68
532,Mendoza,47,AR,1579327580,56,-32.89,-68.83,296.15,1.12
533,Coahuayana Viejo,90,MX,1579327580,47,18.73,-103.68,297.87,2.39
534,Morehead,90,US,1579327580,45,37.27,-87.18,283.15,6.2
535,Sur,0,OM,1579327580,46,22.57,59.53,293.5,5.32
536,Conde,20,BR,1579327580,84,-7.26,-34.91,298.15,2.1
537,Carutapera,92,BR,1579327580,81,-1.2,-46.02,300.54,6.42
538,Anori,93,BR,1579327580,98,-3.77,-61.64,296.56,0.67
539,Platteville,90,US,1579327580,100,42.73,-90.48,271.48,6.7
540,Gamagori,75,JP,1579327580,53,34.83,137.23,285.37,9.3
541,Yerofey Pavlovich,94,RU,1579327580,89,53.97,121.97,255.7,1.11
542,Takoradze,10,GH,1579327580,95,4.88,-1.76,297.61,0.9
543,Yeppoon,40,AU,1579327580,28,-23.13,150.73,309.15,6.2
544,Kamenka,100,RU,1579327580,92,51.32,42.77,274.26,0.45
545,Barinitas,92,VE,1579327580,96,8.76,-70.41,284.18,1.39
546,Rio Gallegos,38,AR,1579327580,62,-51.62,-69.22,284.15,13.4
547,Katerero,75,TZ,1579327580,88,-1.4,31.73,295.15,2.6
548,Udachny,98,RU,1579327333,93,66.42,112.4,251.57,4.97
549,Skorodnoye,100,RU,1579327580,92,51.07,37.23,270.15,2.0
550,San Andres,40,CO,1579327532,83,12.58,-81.7,300.15,7.7
551,Porto Nacional,20,BR,1579327580,100,-10.71,-48.42,298.15,1.5
552,Kalispell,90,US,1579327506,73,48.2,-114.31,268.15,1.17
553,Sagua la Grande,25,CU,1579327580,88,22.81,-80.08,293.15,4.1
